hyperedge_id,type,size,normal_count,abnormal_count,normal_ratio,abnormal_ratio,majority_label,majority_count,purity,entropy,is_bridge,vertices
HE_000401,knn,11,7,4,0.636364,0.363636,0,7,0.636364,0.945660,True,no1335.jpg|no1349.jpg|no208.jpg|no260.jpg|no272.jpg|no627.jpg|no651.jpg|y517.jpg|y564.jpg|y658.jpg|y726.jpg
HE_000402,knn,11,7,4,0.636364,0.363636,0,7,0.636364,0.945660,True,no183.jpg|no226.jpg|no240.jpg|no249.jpg|no251.jpg|no675.jpg|no925.jpg|y390.jpg|y428.jpg|y521.jpg|y535.jpg
HE_000403,knn,11,4,7,0.363636,0.636364,1,7,0.636364,0.945660,True,no1384.jpg|no256.jpg|no259.jpg|no267.jpg|y181.jpg|y391.jpg|y403.jpg|y446.jpg|y513.jpg|y524.jpg|y599.jpg
HE_000404,knn,11,2,9,0.181818,0.818182,1,9,0.818182,0.684038,False,no1147.jpg|no696.jpg|y1182.jpg|y1359.jpg|y1448.jpg|y334.jpg|y377.jpg|y527.jpg|y604.jpg|y71.jpg|y711.jpg
HE_000405,knn,11,2,9,0.181818,0.818182,1,9,0.818182,0.684038,False,no1435.jpg|no595.jpg|y1104.jpg|y1274.jpg|y195.jpg|y261.jpg|y4.jpg|y422.jpg|y534.jpg|y568.jpg|y584.jpg
HE_000406,knn,11,1,10,0.090909,0.909091,1,10,0.909091,0.439497,False,no265.jpg|y1150.jpg|y189.jpg|y332.jpg|y390.jpg|y460.jpg|y535.jpg|y545.jpg|y564.jpg|y584.jpg|y662.jpg
HE_000407,knn,11,0,11,0.000000,1.000000,1,11,1.000000,0.000000,False,y16.jpg|y187.jpg|y218.jpg|y250.jpg|y340.jpg|y346.jpg|y426.jpg|y538.jpg|y539.jpg|y612.jpg|y630.jpg
HE_000408,knn,11,3,8,0.272727,0.727273,1,8,0.727273,0.845351,False,no1025.jpg|no547.jpg|no713.jpg|y1197.jpg|y1461.jpg|y301.jpg|y318.jpg|y54.jpg|y649.jpg|y698.jpg|y915.jpg
HE_000409,knn,11,4,7,0.363636,0.636364,1,7,0.636364,0.945660,True,no1229.jpg|no437.jpg|no498.jpg|no544.jpg|y1032.jpg|y1203.jpg|y1279.jpg|y216.jpg|y298.jpg|y541.jpg|y999.jpg
HE_000410,knn,11,3,8,0.272727,0.727273,1,8,0.727273,0.845351,False,no265.jpg|no637.jpg|no651.jpg|y189.jpg|y299.jpg|y332.jpg|y460.jpg|y471.jpg|y545.jpg|y564.jpg|y662.jpg
HE_000411,knn,11,3,8,0.272727,0.727273,1,8,0.727273,0.845351,False,no370.jpg|no896.jpg|no901.jpg|y1010.jpg|y1136.jpg|y1199.jpg|y1287.jpg|y357.jpg|y468.jpg|y551.jpg|y712.jpg
HE_000412,knn,11,4,7,0.363636,0.636364,1,7,0.636364,0.945660,True,no1335.jpg|no1349.jpg|no198.jpg|no651.jpg|y1315.jpg|y299.jpg|y402.jpg|y468.jpg|y473.jpg|y545.jpg|y556.jpg
HE_000413,knn,11,5,6,0.454545,0.545455,1,6,0.545455,0.994030,True,no1335.jpg|no1349.jpg|no265.jpg|no627.jpg|no651.jpg|y149.jpg|y213.jpg|y332.jpg|y422.jpg|y517.jpg|y564.jpg
HE_000414,knn,11,0,11,0.000000,1.000000,1,11,1.000000,0.000000,False,y1032.jpg|y1104.jpg|y1274.jpg|y353.jpg|y373.jpg|y4.jpg|y568.jpg|y616.jpg|y655.jpg|y683.jpg|y949.jpg
HE_000415,knn,11,2,9,0.181818,0.818182,1,9,0.818182,0.684038,False,no245.jpg|no801.jpg|y1128.jpg|y327.jpg|y440.jpg|y46.jpg|y502.jpg|y570.jpg|y655.jpg|y798.jpg|y992.jpg
HE_000416,knn,11,1,10,0.090909,0.909091,1,10,0.909091,0.439497,False,no473.jpg|y1155.jpg|y1192.jpg|y255.jpg|y301.jpg|y318.jpg|y386.jpg|y427.jpg|y582.jpg|y649.jpg|y874.jpg
HE_000417,knn,11,4,7,0.363636,0.636364,1,7,0.636364,0.945660,True,no1354.jpg|no1374.jpg|no587.jpg|no891.jpg|y1081.jpg|y1228.jpg|y1315.jpg|y309.jpg|y468.jpg|y59.jpg|y761.jpg
HE_000418,knn,11,3,8,0.272727,0.727273,1,8,0.727273,0.845351,False,no1384.jpg|no259.jpg|no267.jpg|y181.jpg|y243.jpg|y391.jpg|y403.jpg|y446.jpg|y513.jpg|y524.jpg|y599.jpg
HE_000419,knn,11,5,6,0.454545,0.545455,1,6,0.545455,0.994030,True,no1167.jpg|no1367.jpg|no220.jpg|no590.jpg|no97.jpg|y1078.jpg|y1178.jpg|y38.jpg|y46.jpg|y6.jpg|y992.jpg
HE_000420,knn,11,2,9,0.181818,0.818182,1,9,0.818182,0.684038,False,no1147.jpg|no696.jpg|y1182.jpg|y1359.jpg|y1448.jpg|y255.jpg|y334.jpg|y527.jpg|y604.jpg|y71.jpg|y711.jpg
HE_000421,knn,11,3,8,0.272727,0.727273,1,8,0.727273,0.845351,False,no188.jpg|no420.jpg|no779.jpg|y1078.jpg|y17.jpg|y218.jpg|y3.jpg|y38.jpg|y380.jpg|y426.jpg|y607.jpg
HE_000422,knn,11,0,11,0.000000,1.000000,1,11,1.000000,0.000000,False,y16.jpg|y17.jpg|y187.jpg|y250.jpg|y340.jpg|y346.jpg|y426.jpg|y538.jpg|y539.jpg|y612.jpg|y630.jpg
HE_000423,knn,11,3,8,0.272727,0.727273,1,8,0.727273,0.845351,False,no208.jpg|no260.jpg|no272.jpg|y373.jpg|y385.jpg|y422.jpg|y517.jpg|y568.jpg|y616.jpg|y635.jpg|y726.jpg
HE_000424,knn,11,0,11,0.000000,1.000000,1,11,1.000000,0.000000,False,y1192.jpg|y188.jpg|y252.jpg|y283.jpg|y363.jpg|y386.jpg|y476.jpg|y557.jpg|y617.jpg|y620.jpg|y895.jpg
HE_000425,knn,11,1,10,0.090909,0.909091,1,10,0.909091,0.439497,False,no473.jpg|y1192.jpg|y318.jpg|y386.jpg|y476.jpg|y582.jpg|y617.jpg|y620.jpg|y649.jpg|y895.jpg|y991.jpg
HE_000426,knn,11,1,10,0.090909,0.909091,1,10,0.909091,0.439497,False,no637.jpg|y149.jpg|y299.jpg|y332.jpg|y402.jpg|y468.jpg|y471.jpg|y473.jpg|y545.jpg|y626.jpg|y910.jpg
HE_000427,knn,11,4,7,0.363636,0.636364,1,7,0.636364,0.945660,True,no1042.jpg|no1147.jpg|no294.jpg|no328.jpg|y1182.jpg|y1227.jpg|y1438.jpg|y527.jpg|y63.jpg|y702.jpg|y743.jpg
HE_000428,knn,11,4,7,0.363636,0.636364,1,7,0.636364,0.945660,True,no1441.jpg|no208.jpg|no272.jpg|no365.jpg|y106.jpg|y517.jpg|y616.jpg|y635.jpg|y658.jpg|y726.jpg|y853.jpg
HE_000429,knn,11,3,8,0.272727,0.727273,1,8,0.727273,0.845351,False,no1116.jpg|no1161.jpg|no1429.jpg|y1126.jpg|y1222.jpg|y126.jpg|y210.jpg|y64.jpg|y678.jpg|y685.jpg|y810.jpg
HE_000430,knn,11,1,10,0.090909,0.909091,1,10,0.909091,0.439497,False,no547.jpg|y1155.jpg|y1172.jpg|y1303.jpg|y1386.jpg|y228.jpg|y301.jpg|y642.jpg|y819.jpg|y874.jpg|y892.jpg
HE_000431,knn,11,6,5,0.545455,0.454545,0,6,0.545455,0.994030,True,no1278.jpg|no1423.jpg|no220.jpg|no359.jpg|no373.jpg|no801.jpg|y169.jpg|y327.jpg|y440.jpg|y502.jpg|y645.jpg
HE_000432,knn,11,3,8,0.272727,0.727273,1,8,0.727273,0.845351,False,no1025.jpg|no473.jpg|no713.jpg|y1155.jpg|y1192.jpg|y301.jpg|y318.jpg|y54.jpg|y582.jpg|y649.jpg|y698.jpg
HE_000433,knn,11,3,8,0.272727,0.727273,1,8,0.727273,0.845351,False,no213.jpg|no479.jpg|no950.jpg|y1213.jpg|y125.jpg|y1495.jpg|y65.jpg|y706.jpg|y772.jpg|y867.jpg|y961.jpg
HE_000434,knn,11,3,8,0.272727,0.727273,1,8,0.727273,0.845351,False,no1229.jpg|no437.jpg|no498.jpg|y1032.jpg|y1128.jpg|y1279.jpg|y353.jpg|y568.jpg|y655.jpg|y683.jpg|y949.jpg
HE_000435,knn,11,6,5,0.545455,0.454545,0,6,0.545455,0.994030,True,no1335.jpg|no1441.jpg|no208.jpg|no272.jpg|no627.jpg|no651.jpg|y349.jpg|y517.jpg|y635.jpg|y658.jpg|y726.jpg
HE_000436,knn,11,5,6,0.454545,0.545455,1,6,0.545455,0.994030,True,no1346.jpg|no1454.jpg|no538.jpg|no631.jpg|no999.jpg|y214.jpg|y66.jpg|y76.jpg|y831.jpg|y871.jpg|y888.jpg
HE_000437,knn,11,3,8,0.272727,0.727273,1,8,0.727273,0.845351,False,no1116.jpg|no1429.jpg|no218.jpg|y126.jpg|y1323.jpg|y210.jpg|y309.jpg|y64.jpg|y678.jpg|y685.jpg|y810.jpg
HE_000438,knn,11,3,8,0.272727,0.727273,1,8,0.727273,0.845351,False,no1229.jpg|no437.jpg|no498.jpg|y1032.jpg|y1279.jpg|y216.jpg|y298.jpg|y353.jpg|y655.jpg|y683.jpg|y949.jpg
HE_000439,knn,11,3,8,0.272727,0.727273,1,8,0.727273,0.845351,False,no1116.jpg|no1161.jpg|no267.jpg|y1222.jpg|y126.jpg|y210.jpg|y64.jpg|y678.jpg|y685.jpg|y71.jpg|y810.jpg
HE_000440,knn,11,2,9,0.181818,0.818182,1,9,0.818182,0.684038,False,no1384.jpg|no638.jpg|y1448.jpg|y181.jpg|y243.jpg|y334.jpg|y377.jpg|y446.jpg|y449.jpg|y686.jpg|y711.jpg
HE_000441,knn,11,3,8,0.272727,0.727273,1,8,0.727273,0.845351,False,no1025.jpg|no547.jpg|no713.jpg|y1155.jpg|y1197.jpg|y301.jpg|y318.jpg|y54.jpg|y649.jpg|y698.jpg|y915.jpg
HE_000442,knn,11,5,6,0.454545,0.545455,1,6,0.545455,0.994030,True,no1262.jpg|no1294.jpg|no1311.jpg|no294.jpg|no328.jpg|y1176.jpg|y1227.jpg|y1359.jpg|y1438.jpg|y702.jpg|y743.jpg
HE_000443,knn,11,3,8,0.272727,0.727273,1,8,0.727273,0.845351,False,no213.jpg|no479.jpg|no950.jpg|y1087.jpg|y1213.jpg|y125.jpg|y1495.jpg|y65.jpg|y706.jpg|y772.jpg|y867.jpg
HE_000444,knn,11,1,10,0.090909,0.909091,1,10,0.909091,0.439497,False,no1147.jpg|y1182.jpg|y126.jpg|y1359.jpg|y1448.jpg|y527.jpg|y604.jpg|y64.jpg|y685.jpg|y71.jpg|y711.jpg
HE_000445,knn,11,1,10,0.090909,0.909091,1,10,0.909091,0.439497,False,no1147.jpg|y1448.jpg|y243.jpg|y255.jpg|y334.jpg|y377.jpg|y527.jpg|y604.jpg|y686.jpg|y71.jpg|y711.jpg
HE_000446,knn,11,4,7,0.363636,0.636364,1,7,0.636364,0.945660,True,no891.jpg|no896.jpg|no901.jpg|no949.jpg|y106.jpg|y1287.jpg|y214.jpg|y357.jpg|y551.jpg|y712.jpg|y853.jpg
HE_000447,knn,11,7,4,0.636364,0.363636,0,7,0.636364,0.945660,True,no1067.jpg|no164.jpg|no26.jpg|no390.jpg|no448.jpg|no563.jpg|no786.jpg|y1299.jpg|y132.jpg|y728.jpg|y889.jpg
HE_000448,knn,11,7,4,0.636364,0.363636,0,7,0.636364,0.945660,True,no1043.jpg|no1437.jpg|no296.jpg|no329.jpg|no494.jpg|no776.jpg|no82.jpg|y1016.jpg|y1153.jpg|y730.jpg|y731.jpg
HE_000449,knn,11,0,11,0.000000,1.000000,1,11,1.000000,0.000000,False,y1013.jpg|y1047.jpg|y1080.jpg|y119.jpg|y1213.jpg|y1244.jpg|y1335.jpg|y734.jpg|y765.jpg|y90.jpg|y994.jpg
HE_000450,knn,11,1,10,0.090909,0.909091,1,10,0.909091,0.439497,False,no7.jpg|y1027.jpg|y1087.jpg|y1096.jpg|y124.jpg|y125.jpg|y706.jpg|y740.jpg|y772.jpg|y870.jpg|y913.jpg
HE_000451,knn,11,9,2,0.818182,0.181818,0,9,0.818182,0.684038,False,no1168.jpg|no1443.jpg|no33.jpg|no411.jpg|no431.jpg|no65.jpg|no816.jpg|no9.jpg|no933.jpg|y1366.jpg|y741.jpg
HE_000452,knn,11,9,2,0.818182,0.181818,0,9,0.818182,0.684038,False,No15.jpg|no1042.jpg|no1221.jpg|no294.jpg|no328.jpg|no421.jpg|no533.jpg|no733.jpg|no797.jpg|y1462.jpg|y743.jpg
HE_000453,knn,11,3,8,0.272727,0.727273,1,8,0.727273,0.845351,False,no532.jpg|no766.jpg|no809.jpg|y100.jpg|y1063.jpg|y1162.jpg|y1242.jpg|y1293.jpg|y1447.jpg|y744.jpg|y942.jpg
HE_000454,knn,11,3,8,0.272727,0.727273,1,8,0.727273,0.845351,False,no1446.jpg|no151.jpg|no497.jpg|y102.jpg|y110.jpg|y130.jpg|y1345.jpg|y747.jpg|y777.jpg|y926.jpg|y982.jpg
HE_000455,knn,11,7,4,0.636364,0.363636,0,7,0.636364,0.945660,True,no1226.jpg|no125.jpg|no1448.jpg|no493.jpg|no554.jpg|no890.jpg|no899.jpg|y110.jpg|y1345.jpg|y1368.jpg|y748.jpg
HE_000456,knn,11,5,6,0.454545,0.545455,1,6,0.545455,0.994030,True,no1268.jpg|no390.jpg|no44.jpg|no563.jpg|no564.jpg|y1299.jpg|y132.jpg|y1495.jpg|y750.jpg|y779.jpg|y877.jpg
HE_000457,knn,11,5,6,0.454545,0.545455,1,6,0.545455,0.994030,True,no1257.jpg|no30.jpg|no52.jpg|no538.jpg|no7.jpg|y1027.jpg|y752.jpg|y831.jpg|y870.jpg|y871.jpg|y888.jpg
HE_000458,knn,11,9,2,0.818182,0.181818,0,9,0.818182,0.684038,False,no1263.jpg|no1329.jpg|no1418.jpg|no394.jpg|no464.jpg|no821.jpg|no904.jpg|no932.jpg|no959.jpg|y109.jpg|y754.jpg
HE_000459,knn,11,9,2,0.818182,0.181818,0,9,0.818182,0.684038,False,no1269.jpg|no1274.jpg|no1276.jpg|no1321.jpg|no410.jpg|no442.jpg|no444.jpg|no62.jpg|no854.jpg|y1307.jpg|y756.jpg
HE_000460,knn,11,9,2,0.818182,0.181818,0,9,0.818182,0.684038,False,no1179.jpg|no1315.jpg|no163.jpg|no391.jpg|no432.jpg|no68.jpg|no740.jpg|no824.jpg|no856.jpg|y1351.jpg|y758.jpg
HE_000461,knn,11,9,2,0.818182,0.181818,0,9,0.818182,0.684038,False,no1029.jpg|no1130.jpg|no1274.jpg|no507.jpg|no758.jpg|no759.jpg|no854.jpg|no948.jpg|no949.jpg|y214.jpg|y76.jpg
HE_000462,knn,11,5,6,0.454545,0.545455,1,6,0.545455,0.994030,True,no1262.jpg|no1354.jpg|no1374.jpg|no587.jpg|no891.jpg|y1081.jpg|y1228.jpg|y1315.jpg|y309.jpg|y59.jpg|y761.jpg
HE_000463,knn,11,1,10,0.090909,0.909091,1,10,0.909091,0.439497,False,no885.jpg|y1013.jpg|y1080.jpg|y119.jpg|y1213.jpg|y1244.jpg|y1335.jpg|y734.jpg|y765.jpg|y90.jpg|y994.jpg
HE_000464,knn,11,5,6,0.454545,0.545455,1,6,0.545455,0.994030,True,no151.jpg|no404.jpg|no448.jpg|no497.jpg|no786.jpg|y136.jpg|y1496.jpg|y77.jpg|y881.jpg|y889.jpg|y926.jpg
HE_000465,knn,11,0,11,0.000000,1.000000,1,11,1.000000,0.000000,False,y1027.jpg|y1096.jpg|y124.jpg|y125.jpg|y65.jpg|y706.jpg|y772.jpg|y831.jpg|y867.jpg|y870.jpg|y913.jpg
HE_000466,knn,11,4,7,0.363636,0.636364,1,7,0.636364,0.945660,True,no143.jpg|no1446.jpg|no748.jpg|no899.jpg|y1125.jpg|y130.jpg|y1337.jpg|y1346.jpg|y1484.jpg|y747.jpg|y777.jpg
HE_000467,knn,11,6,5,0.545455,0.454545,0,6,0.545455,0.994030,True,no1025.jpg|no417.jpg|no547.jpg|no713.jpg|no873.jpg|no930.jpg|y1197.jpg|y1461.jpg|y54.jpg|y780.jpg|y915.jpg
HE_000468,knn,11,4,7,0.363636,0.636364,1,7,0.636364,0.945660,True,no538.jpg|no876.jpg|no896.jpg|no999.jpg|y1027.jpg|y66.jpg|y712.jpg|y752.jpg|y793.jpg|y831.jpg|y870.jpg
HE_000469,knn,11,6,5,0.545455,0.454545,0,6,0.545455,0.994030,True,no1011.jpg|no1253.jpg|no448.jpg|no497.jpg|no742.jpg|no786.jpg|y136.jpg|y1496.jpg|y77.jpg|y794.jpg|y889.jpg
HE_000470,knn,11,3,8,0.272727,0.727273,1,8,0.727273,0.845351,False,no220.jpg|no245.jpg|no801.jpg|y1078.jpg|y327.jpg|y440.jpg|y46.jpg|y502.jpg|y570.jpg|y798.jpg|y992.jpg
HE_000471,knn,11,3,8,0.272727,0.727273,1,8,0.727273,0.845351,False,no1116.jpg|no1429.jpg|no267.jpg|y1126.jpg|y1222.jpg|y126.jpg|y210.jpg|y64.jpg|y678.jpg|y685.jpg|y810.jpg
HE_000472,knn,11,7,4,0.636364,0.363636,0,7,0.636364,0.945660,True,no1211.jpg|no288.jpg|no298.jpg|no305.jpg|no308.jpg|no331.jpg|no734.jpg|y1112.jpg|y56.jpg|y811.jpg|y979.jpg
HE_000473,knn,11,1,10,0.090909,0.909091,1,10,0.909091,0.439497,False,no547.jpg|y1172.jpg|y1303.jpg|y1386.jpg|y228.jpg|y301.jpg|y642.jpg|y819.jpg|y836.jpg|y874.jpg|y892.jpg
HE_000474,knn,11,3,8,0.272727,0.727273,1,8,0.727273,0.845351,False,no538.jpg|no7.jpg|no999.jpg|y1027.jpg|y124.jpg|y752.jpg|y772.jpg|y831.jpg|y870.jpg|y871.jpg|y888.jpg
HE_000475,knn,11,1,10,0.090909,0.909091,1,10,0.909091,0.439497,False,no547.jpg|y117.jpg|y1172.jpg|y1303.jpg|y1386.jpg|y228.jpg|y301.jpg|y642.jpg|y819.jpg|y836.jpg|y892.jpg
HE_000476,knn,11,6,5,0.545455,0.454545,0,6,0.545455,0.994030,True,no1441.jpg|no208.jpg|no272.jpg|no365.jpg|no622.jpg|no896.jpg|y106.jpg|y635.jpg|y712.jpg|y726.jpg|y853.jpg
HE_000477,knn,11,5,6,0.454545,0.545455,1,6,0.545455,0.994030,True,no213.jpg|no390.jpg|no479.jpg|no672.jpg|no950.jpg|y125.jpg|y1495.jpg|y65.jpg|y706.jpg|y772.jpg|y867.jpg
HE_000478,knn,11,8,3,0.727273,0.272727,0,8,0.727273,0.845351,False,no1037.jpg|no1241.jpg|no280.jpg|no719.jpg|no728.jpg|no766.jpg|no955.jpg|no995.jpg|y1447.jpg|y744.jpg|y868.jpg
HE_000479,knn,11,0,11,0.000000,1.000000,1,11,1.000000,0.000000,False,y1015.jpg|y1027.jpg|y1087.jpg|y1096.jpg|y124.jpg|y752.jpg|y772.jpg|y831.jpg|y870.jpg|y888.jpg|y913.jpg
HE_000480,knn,11,7,4,0.636364,0.363636,0,7,0.636364,0.945660,True,no1454.jpg|no30.jpg|no538.jpg|no758.jpg|no759.jpg|no948.jpg|no999.jpg|y1027.jpg|y752.jpg|y831.jpg|y871.jpg
HE_000481,knn,11,1,10,0.090909,0.909091,1,10,0.909091,0.439497,False,no696.jpg|y1155.jpg|y1303.jpg|y228.jpg|y301.jpg|y326.jpg|y427.jpg|y63.jpg|y642.jpg|y819.jpg|y874.jpg
HE_000482,knn,11,8,3,0.727273,0.272727,0,8,0.727273,0.845351,False,no1043.jpg|no1328.jpg|no1499.jpg|no353.jpg|no392.jpg|no402.jpg|no776.jpg|no858.jpg|y1266.jpg|y731.jpg|y876.jpg
HE_000483,knn,11,6,5,0.545455,0.454545,0,6,0.545455,0.994030,True,no1040.jpg|no151.jpg|no404.jpg|no497.jpg|no552.jpg|no959.jpg|y136.jpg|y1496.jpg|y77.jpg|y881.jpg|y889.jpg
HE_000484,knn,11,6,5,0.545455,0.454545,0,6,0.545455,0.994030,True,No19.jpg|no1092.jpg|no1346.jpg|no538.jpg|no631.jpg|no7.jpg|y1027.jpg|y752.jpg|y831.jpg|y870.jpg|y888.jpg
HE_000485,knn,11,6,5,0.545455,0.454545,0,6,0.545455,0.994030,True,no1040.jpg|no26.jpg|no448.jpg|no497.jpg|no786.jpg|no959.jpg|y136.jpg|y1496.jpg|y77.jpg|y881.jpg|y889.jpg
HE_000486,knn,11,5,6,0.454545,0.545455,1,6,0.545455,0.994030,True,No13.jpg|no1296.jpg|no479.jpg|no672.jpg|no950.jpg|y1049.jpg|y1080.jpg|y1087.jpg|y124.jpg|y890.jpg|y913.jpg
HE_000487,knn,11,1,10,0.090909,0.909091,1,10,0.909091,0.439497,False,no473.jpg|y1192.jpg|y363.jpg|y386.jpg|y476.jpg|y557.jpg|y582.jpg|y617.jpg|y620.jpg|y895.jpg|y991.jpg
HE_000488,knn,11,1,10,0.090909,0.909091,1,10,0.909091,0.439497,False,no1040.jpg|y1013.jpg|y1047.jpg|y119.jpg|y1213.jpg|y1244.jpg|y1335.jpg|y734.jpg|y765.jpg|y90.jpg|y994.jpg
HE_000489,knn,11,2,9,0.181818,0.818182,1,9,0.818182,0.684038,False,no1229.jpg|no544.jpg|y1069.jpg|y1136.jpg|y1232.jpg|y1237.jpg|y1435.jpg|y216.jpg|y298.jpg|y541.jpg|y909.jpg
HE_000490,knn,11,3,8,0.272727,0.727273,1,8,0.727273,0.845351,False,no218.jpg|no267.jpg|no637.jpg|y1030.jpg|y1222.jpg|y154.jpg|y402.jpg|y471.jpg|y626.jpg|y678.jpg|y910.jpg
HE_000491,knn,11,4,7,0.363636,0.636364,1,7,0.636364,0.945660,True,no213.jpg|no479.jpg|no672.jpg|no950.jpg|y1087.jpg|y1096.jpg|y124.jpg|y125.jpg|y772.jpg|y870.jpg|y913.jpg
HE_000492,knn,11,5,6,0.454545,0.545455,1,6,0.545455,0.994030,True,no1025.jpg|no547.jpg|no713.jpg|no873.jpg|no930.jpg|y1197.jpg|y1461.jpg|y54.jpg|y698.jpg|y780.jpg|y915.jpg
HE_000493,knn,11,4,7,0.363636,0.636364,1,7,0.636364,0.945660,True,no1040.jpg|no404.jpg|no497.jpg|no959.jpg|y1107.jpg|y1496.jpg|y747.jpg|y77.jpg|y881.jpg|y926.jpg|y982.jpg
HE_000494,knn,11,7,4,0.636364,0.363636,0,7,0.636364,0.945660,True,no1094.jpg|no1130.jpg|no1236.jpg|no1321.jpg|no442.jpg|no507.jpg|no756.jpg|y1020.jpg|y1212.jpg|y214.jpg|y935.jpg
HE_000495,knn,11,3,8,0.272727,0.727273,1,8,0.727273,0.845351,False,no298.jpg|no331.jpg|no809.jpg|y100.jpg|y1063.jpg|y1125.jpg|y1162.jpg|y1242.jpg|y744.jpg|y942.jpg|y979.jpg
HE_000496,knn,11,10,1,0.909091,0.090909,0,10,0.909091,0.439497,False,no1091.jpg|no1119.jpg|no1186.jpg|no162.jpg|no645.jpg|no708.jpg|no821.jpg|no877.jpg|no904.jpg|no976.jpg|y960.jpg
HE_000497,knn,11,1,10,0.090909,0.909091,1,10,0.909091,0.439497,False,no672.jpg|y1015.jpg|y1049.jpg|y1080.jpg|y1087.jpg|y1147.jpg|y1207.jpg|y1213.jpg|y65.jpg|y765.jpg|y961.jpg
HE_000498,knn,11,4,7,0.363636,0.636364,1,7,0.636364,0.945660,True,no120.jpg|no298.jpg|no331.jpg|no809.jpg|y100.jpg|y1063.jpg|y1125.jpg|y1162.jpg|y1242.jpg|y942.jpg|y979.jpg
HE_000499,knn,11,3,8,0.272727,0.727273,1,8,0.727273,0.845351,False,no151.jpg|no497.jpg|no890.jpg|y102.jpg|y110.jpg|y1345.jpg|y747.jpg|y748.jpg|y881.jpg|y926.jpg|y982.jpg
HE_000500,knn,11,1,10,0.090909,0.909091,1,10,0.909091,0.439497,False,no473.jpg|y326.jpg|y334.jpg|y377.jpg|y386.jpg|y427.jpg|y449.jpg|y582.jpg|y686.jpg|y874.jpg|y991.jpg
HE_000501,knn,11,3,8,0.272727,0.727273,1,8,0.727273,0.845351,False,no220.jpg|no245.jpg|no97.jpg|y1078.jpg|y1178.jpg|y327.jpg|y502.jpg|y570.jpg|y6.jpg|y798.jpg|y992.jpg
HE_000502,knn,11,3,8,0.272727,0.727273,1,8,0.727273,0.845351,False,no1491.jpg|no464.jpg|no885.jpg|y1080.jpg|y119.jpg|y1213.jpg|y1335.jpg|y734.jpg|y765.jpg|y90.jpg|y994.jpg
HE_000503,knn,11,2,9,0.181818,0.818182,1,9,0.818182,0.684038,False,no544.jpg|no73.jpg|y1147.jpg|y1168.jpg|y1203.jpg|y1279.jpg|y1435.jpg|y216.jpg|y298.jpg|y541.jpg|y999.jpg
